image_path,split,filename,classes,class_count,label_path
train\Image_10_png.rf.5f1f1d3cf2637e2cff82aaa6a6d232e5.jpg,train,Image_10_png.rf.5f1f1d3cf2637e2cff82aaa6a6d232e5.jpg,organic,1,train\_classes.csv
train\Image_10_png.rf.63fae4a25a1f48dd8aac725f2532a2a7.jpg,train,Image_10_png.rf.63fae4a25a1f48dd8aac725f2532a2a7.jpg,plastic,1,train\_classes.csv
train\Image_10_png.rf.a4eed7e758caca97c475655e7f476358.jpg,train,Image_10_png.rf.a4eed7e758caca97c475655e7f476358.jpg,glass,1,train\_classes.csv
train\Image_10_png.rf.e6f6562c0e3e9a2f6e1be385a4d20bda.jpg,train,Image_10_png.rf.e6f6562c0e3e9a2f6e1be385a4d20bda.jpg,aluminium,1,train\_classes.csv
train\Image_110_png.rf.1d7b3c22ebda397b05dd46a293d014ed.jpg,train,Image_110_png.rf.1d7b3c22ebda397b05dd46a293d014ed.jpg,polythene,1,train\_classes.csv
train\Image_111_png.rf.4dc5e7c086b63ce404d6a8ab02c9dc9d.jpg,train,Image_111_png.rf.4dc5e7c086b63ce404d6a8ab02c9dc9d.jpg,plastic,1,train\_classes.csv
train\Image_112_png.rf.ac8968e38972295ced1b6f0e8a2363a5.jpg,train,Image_112_png.rf.ac8968e38972295ced1b6f0e8a2363a5.jpg,organic,1,train\_classes.csv
train\Image_112_png.rf.be6f35bd159dc30d4cbc80126679a19b.jpg,train,Image_112_png.rf.be6f35bd159dc30d4cbc80126679a19b.jpg,steel,1,train\_classes.csv
train\Image_113_png.rf.3c77e1d31292c8dca89b4278fb4acc8b.jpg,train,Image_113_png.rf.3c77e1d31292c8dca89b4278fb4acc8b.jpg,steel,1,train\_classes.csv
train\Image_113_png.rf.e0901c745bf095dcf263cffbfb6537ef.jpg,train,Image_113_png.rf.e0901c745bf095dcf263cffbfb6537ef.jpg,organic,1,train\_classes.csv
train\Image_114_png.rf.74647b75ab1b42909fb5a7b3b71525c2.jpg,train,Image_114_png.rf.74647b75ab1b42909fb5a7b3b71525c2.jpg,polythene,1,train\_classes.csv
train\Image_114_png.rf.778f8671dfb56a17ade938049028b7eb.jpg,train,Image_114_png.rf.778f8671dfb56a17ade938049028b7eb.jpg,organic,1,train\_classes.csv
train\Image_115_png.rf.40613ff88be171d332af9aaf82acb7c0.jpg,train,Image_115_png.rf.40613ff88be171d332af9aaf82acb7c0.jpg,polythene,1,train\_classes.csv
train\Image_115_png.rf.422cc2005eaccd5a76828689d0619b8b.jpg,train,Image_115_png.rf.422cc2005eaccd5a76828689d0619b8b.jpg,plastic,1,train\_classes.csv
train\Image_115_png.rf.6f0cb8e49d7bd8a1c20f5f4d30036739.jpg,train,Image_115_png.rf.6f0cb8e49d7bd8a1c20f5f4d30036739.jpg,steel,1,train\_classes.csv
train\Image_115_png.rf.941430a607deb54c9250985309e5e86a.jpg,train,Image_115_png.rf.941430a607deb54c9250985309e5e86a.jpg,steel,1,train\_classes.csv
train\Image_115_png.rf.cccf5ee3475e158826106487ae34ffeb.jpg,train,Image_115_png.rf.cccf5ee3475e158826106487ae34ffeb.jpg,organic,1,train\_classes.csv
train\Image_115_png.rf.ddf19fb2ba1fe59a5c75c2625f64d25e.jpg,train,Image_115_png.rf.ddf19fb2ba1fe59a5c75c2625f64d25e.jpg,paper,1,train\_classes.csv
train\Image_116_png.rf.633148c482962a18f57a1559fd9b4822.jpg,train,Image_116_png.rf.633148c482962a18f57a1559fd9b4822.jpg,paper,1,train\_classes.csv
train\Image_116_png.rf.9520273bfd8c0ee793c56d53472523de.jpg,train,Image_116_png.rf.9520273bfd8c0ee793c56d53472523de.jpg,organic,1,train\_classes.csv
train\Image_116_png.rf.bcdc22bdfa3b530858ac622bb50af5a1.jpg,train,Image_116_png.rf.bcdc22bdfa3b530858ac622bb50af5a1.jpg,glass,1,train\_classes.csv
train\Image_117_png.rf.579a4db6103b1fa9223c514405a7499c.jpg,train,Image_117_png.rf.579a4db6103b1fa9223c514405a7499c.jpg,glass,1,train\_classes.csv
train\Image_117_png.rf.5ed919c4e1dc249e544b22107dc027ad.jpg,train,Image_117_png.rf.5ed919c4e1dc249e544b22107dc027ad.jpg,steel,1,train\_classes.csv
train\Image_117_png.rf.72b07aa5597851406b1b0248c46c4554.jpg,train,Image_117_png.rf.72b07aa5597851406b1b0248c46c4554.jpg,"aluminium, steel",2,train\_classes.csv
train\Image_117_png.rf.8637e7a534d522629b7ae7b4ae25e894.jpg,train,Image_117_png.rf.8637e7a534d522629b7ae7b4ae25e894.jpg,organic,1,train\_classes.csv
train\Image_118_png.rf.2549291d145225bce49748bc8eb4a847.jpg,train,Image_118_png.rf.2549291d145225bce49748bc8eb4a847.jpg,steel,1,train\_classes.csv
train\Image_118_png.rf.d185b26ea285bffebf61d62b94d62bd6.jpg,train,Image_118_png.rf.d185b26ea285bffebf61d62b94d62bd6.jpg,"glass, organic",2,train\_classes.csv
train\Image_119_png.rf.2afea9a7d2c131a42cbe49044e4fb020.jpg,train,Image_119_png.rf.2afea9a7d2c131a42cbe49044e4fb020.jpg,plastic,1,train\_classes.csv
train\Image_119_png.rf.b8ace978c562a4c19d05fddf8f8fb83c.jpg,train,Image_119_png.rf.b8ace978c562a4c19d05fddf8f8fb83c.jpg,organic,1,train\_classes.csv
train\Image_119_png.rf.bba4ce16ae4615480161f40e632473bb.jpg,train,Image_119_png.rf.bba4ce16ae4615480161f40e632473bb.jpg,plastic,1,train\_classes.csv
train\Image_11_png.rf.42c916db0ce4e4afc12449bb5388781f.jpg,train,Image_11_png.rf.42c916db0ce4e4afc12449bb5388781f.jpg,organic,1,train\_classes.csv
train\Image_11_png.rf.7c76e30ebc42da7c366d745f93a4ca1a.jpg,train,Image_11_png.rf.7c76e30ebc42da7c366d745f93a4ca1a.jpg,plastic,1,train\_classes.csv
train\Image_11_png.rf.864766e6a0a73e29be17cb8382305905.jpg,train,Image_11_png.rf.864766e6a0a73e29be17cb8382305905.jpg,plastic,1,train\_classes.csv
train\Image_11_png.rf.d21d9195bf0db83fc76b3ec8f2567f1b.jpg,train,Image_11_png.rf.d21d9195bf0db83fc76b3ec8f2567f1b.jpg,aluminium,1,train\_classes.csv
train\Image_120_png.rf.10ac0f9e299edd01b8046597931ed58a.jpg,train,Image_120_png.rf.10ac0f9e299edd01b8046597931ed58a.jpg,paper,1,train\_classes.csv
train\Image_120_png.rf.2863fb095d6beba3767d684901c78208.jpg,train,Image_120_png.rf.2863fb095d6beba3767d684901c78208.jpg,polythene,1,train\_classes.csv
train\Image_120_png.rf.a86311236f3f87c752df10cfeb1f2506.jpg,train,Image_120_png.rf.a86311236f3f87c752df10cfeb1f2506.jpg,steel,1,train\_classes.csv
train\Image_120_png.rf.e0df8841e5082b25e6c2f2a45a2dabb9.jpg,train,Image_120_png.rf.e0df8841e5082b25e6c2f2a45a2dabb9.jpg,organic,1,train\_classes.csv
train\Image_120_png.rf.f372b71c13c639f96cad7be7f3358650.jpg,train,Image_120_png.rf.f372b71c13c639f96cad7be7f3358650.jpg,plastic,1,train\_classes.csv
train\Image_121_png.rf.24d1ef81298801015ff4b5c7342b98ad.jpg,train,Image_121_png.rf.24d1ef81298801015ff4b5c7342b98ad.jpg,steel,1,train\_classes.csv
train\Image_121_png.rf.66cfeb2a74123a095d70682b17da0fbe.jpg,train,Image_121_png.rf.66cfeb2a74123a095d70682b17da0fbe.jpg,glass,1,train\_classes.csv
train\Image_121_png.rf.940b53569ecdabd4d4b997063535a79b.jpg,train,Image_121_png.rf.940b53569ecdabd4d4b997063535a79b.jpg,steel,1,train\_classes.csv
train\Image_121_png.rf.f34c1d0b84dc6bd0c663ca0759c15023.jpg,train,Image_121_png.rf.f34c1d0b84dc6bd0c663ca0759c15023.jpg,polythene,1,train\_classes.csv
train\Image_122_png.rf.a459ce62eda9cefb21ee9492355ab8a7.jpg,train,Image_122_png.rf.a459ce62eda9cefb21ee9492355ab8a7.jpg,glass,1,train\_classes.csv
train\Image_122_png.rf.a60c2da3a65dd395933a1a3310505a42.jpg,train,Image_122_png.rf.a60c2da3a65dd395933a1a3310505a42.jpg,polythene,1,train\_classes.csv
train\Image_123_png.rf.27dc4394ca6f70970b748d65a7126574.jpg,train,Image_123_png.rf.27dc4394ca6f70970b748d65a7126574.jpg,organic,1,train\_classes.csv
train\Image_124_png.rf.4e28ced272c4ad6a60dbfd8a2b00c9a9.jpg,train,Image_124_png.rf.4e28ced272c4ad6a60dbfd8a2b00c9a9.jpg,plastic,1,train\_classes.csv
train\Image_124_png.rf.e73dc96b4b3f7c676e9b70bb293dad3f.jpg,train,Image_124_png.rf.e73dc96b4b3f7c676e9b70bb293dad3f.jpg,polythene,1,train\_classes.csv
train\Image_125_png.rf.f4645e59381b7a50441699b618602c3b.jpg,train,Image_125_png.rf.f4645e59381b7a50441699b618602c3b.jpg,steel,1,train\_classes.csv
train\Image_126_png.rf.2cb4405d19dd607c42620818c7e7fdba.jpg,train,Image_126_png.rf.2cb4405d19dd607c42620818c7e7fdba.jpg,unknown,0,train\_classes.csv
train\Image_126_png.rf.c169d12cab8e13ec6979010dd26f7582.jpg,train,Image_126_png.rf.c169d12cab8e13ec6979010dd26f7582.jpg,glass,1,train\_classes.csv
train\Image_127_png.rf.26cdab3a21899be7845774535e694353.jpg,train,Image_127_png.rf.26cdab3a21899be7845774535e694353.jpg,organic,1,train\_classes.csv
train\Image_128_png.rf.a3e4bad6ca0e3ea2c2855ce861d54f86.jpg,train,Image_128_png.rf.a3e4bad6ca0e3ea2c2855ce861d54f86.jpg,plastic,1,train\_classes.csv
train\Image_129_png.rf.0b8148caf381e87c26d8b2bf67c83a10.jpg,train,Image_129_png.rf.0b8148caf381e87c26d8b2bf67c83a10.jpg,glass,1,train\_classes.csv
train\Image_129_png.rf.407a1a9cbf7a76021207456940ce83b3.jpg,train,Image_129_png.rf.407a1a9cbf7a76021207456940ce83b3.jpg,polythene,1,train\_classes.csv
train\Image_129_png.rf.8277d371bccd4d04c9e25e72c7f11870.jpg,train,Image_129_png.rf.8277d371bccd4d04c9e25e72c7f11870.jpg,"glass, steel",2,train\_classes.csv
train\Image_129_png.rf.cde5d7bc8387c49ebd8cddc77b517e58.jpg,train,Image_129_png.rf.cde5d7bc8387c49ebd8cddc77b517e58.jpg,organic,1,train\_classes.csv
train\Image_12_png.rf.22f627e0e0fff9f6eb667e05f1a9f66d.jpg,train,Image_12_png.rf.22f627e0e0fff9f6eb667e05f1a9f66d.jpg,plastic,1,train\_classes.csv
train\Image_12_png.rf.36e9be7bc23e3ab973ca41ca25499a0b.jpg,train,Image_12_png.rf.36e9be7bc23e3ab973ca41ca25499a0b.jpg,polythene,1,train\_classes.csv
train\Image_12_png.rf.c77b91729182d24fb2157dce14f3494b.jpg,train,Image_12_png.rf.c77b91729182d24fb2157dce14f3494b.jpg,plastic,1,train\_classes.csv
train\Image_12_png.rf.e492e2dff5795c104f9867d171defe09.jpg,train,Image_12_png.rf.e492e2dff5795c104f9867d171defe09.jpg,plastic,1,train\_classes.csv
train\Image_130_png.rf.7835753eef20ffc90213d00960d03eb6.jpg,train,Image_130_png.rf.7835753eef20ffc90213d00960d03eb6.jpg,glass,1,train\_classes.csv
train\Image_130_png.rf.e8a3c5ef6b9b86a91e81e925306f584b.jpg,train,Image_130_png.rf.e8a3c5ef6b9b86a91e81e925306f584b.jpg,polythene,1,train\_classes.csv
train\Image_130_png.rf.f3ecdfcccc8e9682d19ee0a352bace7e.jpg,train,Image_130_png.rf.f3ecdfcccc8e9682d19ee0a352bace7e.jpg,organic,1,train\_classes.csv
train\Image_130_png.rf.faf1e482236f5576c9ee2a13d6197da9.jpg,train,Image_130_png.rf.faf1e482236f5576c9ee2a13d6197da9.jpg,plastic,1,train\_classes.csv
train\Image_131_png.rf.0ae75be7022f0abe159bf10d23ccc207.jpg,train,Image_131_png.rf.0ae75be7022f0abe159bf10d23ccc207.jpg,plastic,1,train\_classes.csv
train\Image_131_png.rf.7318b0dbf38e9281da7c4bd0c61c66b2.jpg,train,Image_131_png.rf.7318b0dbf38e9281da7c4bd0c61c66b2.jpg,organic,1,train\_classes.csv
train\Image_131_png.rf.8dacba5db0b95ce3c4221492e97385ac.jpg,train,Image_131_png.rf.8dacba5db0b95ce3c4221492e97385ac.jpg,polythene,1,train\_classes.csv
train\Image_131_png.rf.c3f3da6a5689e83b5db9972c6d9c2fff.jpg,train,Image_131_png.rf.c3f3da6a5689e83b5db9972c6d9c2fff.jpg,plastic,1,train\_classes.csv
train\Image_132_png.rf.5536d985de17e33dda2722417e6db7e4.jpg,train,Image_132_png.rf.5536d985de17e33dda2722417e6db7e4.jpg,steel,1,train\_classes.csv
train\Image_132_png.rf.99308e1dd675216b7cf8c776c4e2ba54.jpg,train,Image_132_png.rf.99308e1dd675216b7cf8c776c4e2ba54.jpg,organic,1,train\_classes.csv
train\Image_132_png.rf.f76ae91642e16e151aa1c61a79cd3e99.jpg,train,Image_132_png.rf.f76ae91642e16e151aa1c61a79cd3e99.jpg,glass,1,train\_classes.csv
train\Image_133_png.rf.1c2a1e26e3a05d50f3894a22f28281b2.jpg,train,Image_133_png.rf.1c2a1e26e3a05d50f3894a22f28281b2.jpg,organic,1,train\_classes.csv
train\Image_133_png.rf.9b87e6788e5674307bc3fb314df2fd1f.jpg,train,Image_133_png.rf.9b87e6788e5674307bc3fb314df2fd1f.jpg,glass,1,train\_classes.csv
train\Image_134_png.rf.2c03549dc844d08e89eb969efee0a7fc.jpg,train,Image_134_png.rf.2c03549dc844d08e89eb969efee0a7fc.jpg,steel,1,train\_classes.csv
train\Image_134_png.rf.31c0a445afb56b164cec278c91efd3a5.jpg,train,Image_134_png.rf.31c0a445afb56b164cec278c91efd3a5.jpg,polythene,1,train\_classes.csv
train\Image_134_png.rf.42d9228fd66716cd1b4c996682c75a7b.jpg,train,Image_134_png.rf.42d9228fd66716cd1b4c996682c75a7b.jpg,plastic,1,train\_classes.csv
train\Image_134_png.rf.4b7b1afb96fdddd63bd0a26cfbabe88f.jpg,train,Image_134_png.rf.4b7b1afb96fdddd63bd0a26cfbabe88f.jpg,glass,1,train\_classes.csv
train\Image_135_png.rf.05251c67232433e029731a9e8cec298c.jpg,train,Image_135_png.rf.05251c67232433e029731a9e8cec298c.jpg,polythene,1,train\_classes.csv
train\Image_135_png.rf.0878474b1d9c2f8fa106a5ff626fb143.jpg,train,Image_135_png.rf.0878474b1d9c2f8fa106a5ff626fb143.jpg,paper,1,train\_classes.csv
train\Image_136_png.rf.8b164f4a0e4375edbd4c78ac966ca386.jpg,train,Image_136_png.rf.8b164f4a0e4375edbd4c78ac966ca386.jpg,steel,1,train\_classes.csv
train\Image_136_png.rf.9904d2aa982a89919a7d79096b707b4e.jpg,train,Image_136_png.rf.9904d2aa982a89919a7d79096b707b4e.jpg,paper,1,train\_classes.csv
train\Image_136_png.rf.bc02e603d263d41aeb5e3738a5b78199.jpg,train,Image_136_png.rf.bc02e603d263d41aeb5e3738a5b78199.jpg,glass,1,train\_classes.csv
train\Image_136_png.rf.f47a09cc38950363ddf5a709b64e1d37.jpg,train,Image_136_png.rf.f47a09cc38950363ddf5a709b64e1d37.jpg,glass,1,train\_classes.csv
train\Image_137_png.rf.3937936fbe521dd456bfc5810a9ba361.jpg,train,Image_137_png.rf.3937936fbe521dd456bfc5810a9ba361.jpg,unknown,0,train\_classes.csv
train\Image_137_png.rf.4f9f80af121a6b4ec137e5f4eb4c7e9b.jpg,train,Image_137_png.rf.4f9f80af121a6b4ec137e5f4eb4c7e9b.jpg,steel,1,train\_classes.csv
train\Image_137_png.rf.62aedbbb2246fc9c1cd04cd8e2454053.jpg,train,Image_137_png.rf.62aedbbb2246fc9c1cd04cd8e2454053.jpg,plastic,1,train\_classes.csv
train\Image_137_png.rf.d91e6c5938b58c089f3c5c24b1e9683e.jpg,train,Image_137_png.rf.d91e6c5938b58c089f3c5c24b1e9683e.jpg,glass,1,train\_classes.csv
train\Image_138_png.rf.a18520aa9fd599dffe3f0c875749b6ad.jpg,train,Image_138_png.rf.a18520aa9fd599dffe3f0c875749b6ad.jpg,glass,1,train\_classes.csv
train\Image_139_png.rf.407e070084652e81080836e0cb79f415.jpg,train,Image_139_png.rf.407e070084652e81080836e0cb79f415.jpg,paper,1,train\_classes.csv
train\Image_139_png.rf.faf8d8f9fb16b74c3df1728300c53e38.jpg,train,Image_139_png.rf.faf8d8f9fb16b74c3df1728300c53e38.jpg,glass,1,train\_classes.csv
train\Image_13_png.rf.47a08d3c7b25818963b54f0558539493.jpg,train,Image_13_png.rf.47a08d3c7b25818963b54f0558539493.jpg,aluminium,1,train\_classes.csv
train\Image_141_png.rf.1260b5e13c3a6bf282f275f6d8dcfac5.jpg,train,Image_141_png.rf.1260b5e13c3a6bf282f275f6d8dcfac5.jpg,polythene,1,train\_classes.csv
train\Image_141_png.rf.7e4d1eaec199517040c9f58d5331b02f.jpg,train,Image_141_png.rf.7e4d1eaec199517040c9f58d5331b02f.jpg,glass,1,train\_classes.csv
train\Image_142_png.rf.2942de2977ced62ab571486f92792bb2.jpg,train,Image_142_png.rf.2942de2977ced62ab571486f92792bb2.jpg,polythene,1,train\_classes.csv
train\Image_142_png.rf.3c9fd0445672e674a17a3c337fb76631.jpg,train,Image_142_png.rf.3c9fd0445672e674a17a3c337fb76631.jpg,paper,1,train\_classes.csv
train\Image_142_png.rf.5e320ac3e2c74a868f44eca3c36aa728.jpg,train,Image_142_png.rf.5e320ac3e2c74a868f44eca3c36aa728.jpg,plastic,1,train\_classes.csv
train\Image_142_png.rf.66ba1bd3920b02d076d321a0a5383265.jpg,train,Image_142_png.rf.66ba1bd3920b02d076d321a0a5383265.jpg,plastic,1,train\_classes.csv
train\Image_143_png.rf.c609c6923b47900e3b00086535196c50.jpg,train,Image_143_png.rf.c609c6923b47900e3b00086535196c50.jpg,plastic,1,train\_classes.csv
train\Image_145_png.rf.1d2adce27a33659e5e6cfc8ec86ab466.jpg,train,Image_145_png.rf.1d2adce27a33659e5e6cfc8ec86ab466.jpg,polythene,1,train\_classes.csv
train\Image_145_png.rf.2f48b295a2dd49b5ab5a5c8e823e5969.jpg,train,Image_145_png.rf.2f48b295a2dd49b5ab5a5c8e823e5969.jpg,glass,1,train\_classes.csv
train\Image_145_png.rf.aafd7c3544c96eb38825267063a73dc7.jpg,train,Image_145_png.rf.aafd7c3544c96eb38825267063a73dc7.jpg,plastic,1,train\_classes.csv
train\Image_145_png.rf.b1fc44c68930e8afc8ced0b0b080f3a5.jpg,train,Image_145_png.rf.b1fc44c68930e8afc8ced0b0b080f3a5.jpg,steel,1,train\_classes.csv
train\Image_145_png.rf.c81fb4cffd2ed780f4d701a2a4da9760.jpg,train,Image_145_png.rf.c81fb4cffd2ed780f4d701a2a4da9760.jpg,paper,1,train\_classes.csv
train\Image_146_png.rf.194c82e7ad56e7e7518ffbcb4936b3de.jpg,train,Image_146_png.rf.194c82e7ad56e7e7518ffbcb4936b3de.jpg,plastic,1,train\_classes.csv
train\Image_146_png.rf.9861361a8ecc152a2f4a0db23cae7bd2.jpg,train,Image_146_png.rf.9861361a8ecc152a2f4a0db23cae7bd2.jpg,polythene,1,train\_classes.csv
train\Image_146_png.rf.e62e02f86349bc28add4561de4db165f.jpg,train,Image_146_png.rf.e62e02f86349bc28add4561de4db165f.jpg,glass,1,train\_classes.csv
train\Image_146_png.rf.f8aa0ec07c479d8665e05aa5c48cd1f0.jpg,train,Image_146_png.rf.f8aa0ec07c479d8665e05aa5c48cd1f0.jpg,organic,1,train\_classes.csv
train\Image_147_png.rf.4da186756aa7678d53336b400cb2de36.jpg,train,Image_147_png.rf.4da186756aa7678d53336b400cb2de36.jpg,organic,1,train\_classes.csv
train\Image_147_png.rf.e6ae0ae7d8ff0387eb51f25c92ac7ebd.jpg,train,Image_147_png.rf.e6ae0ae7d8ff0387eb51f25c92ac7ebd.jpg,plastic,1,train\_classes.csv
train\Image_148_png.rf.aca310c9cf7cb008e648fc0d18599954.jpg,train,Image_148_png.rf.aca310c9cf7cb008e648fc0d18599954.jpg,polythene,1,train\_classes.csv
train\Image_148_png.rf.c3b8efa10f9c3cdacdbb3468136bee9c.jpg,train,Image_148_png.rf.c3b8efa10f9c3cdacdbb3468136bee9c.jpg,organic,1,train\_classes.csv
train\Image_148_png.rf.d1fad1cb886e9bdc72eb97d8c2f33729.jpg,train,Image_148_png.rf.d1fad1cb886e9bdc72eb97d8c2f33729.jpg,glass,1,train\_classes.csv
train\Image_148_png.rf.fff98a44aac8a19971e13bc5d8dce010.jpg,train,Image_148_png.rf.fff98a44aac8a19971e13bc5d8dce010.jpg,steel,1,train\_classes.csv
train\Image_149_png.rf.fac4d2000012768792efd67fcee9e722.jpg,train,Image_149_png.rf.fac4d2000012768792efd67fcee9e722.jpg,glass,1,train\_classes.csv
train\Image_14_png.rf.11ff2a9d0c65309470972dfecaffe19f.jpg,train,Image_14_png.rf.11ff2a9d0c65309470972dfecaffe19f.jpg,paper,1,train\_classes.csv
train\Image_14_png.rf.2aadc9c3303e182e82db0bcf3e2ba8d3.jpg,train,Image_14_png.rf.2aadc9c3303e182e82db0bcf3e2ba8d3.jpg,aluminium,1,train\_classes.csv
train\Image_14_png.rf.873c2ebbf02a5e80b56ee4a599a53507.jpg,train,Image_14_png.rf.873c2ebbf02a5e80b56ee4a599a53507.jpg,plastic,1,train\_classes.csv
train\Image_150_png.rf.101409dcecc6905ca90699ac3d8c187e.jpg,train,Image_150_png.rf.101409dcecc6905ca90699ac3d8c187e.jpg,plastic,1,train\_classes.csv
train\Image_150_png.rf.cae21f5c21017e4e24efc7c34958bc8d.jpg,train,Image_150_png.rf.cae21f5c21017e4e24efc7c34958bc8d.jpg,glass,1,train\_classes.csv
train\Image_150_png.rf.ecb63d5ac40e620f41f9f7acbacbf2e3.jpg,train,Image_150_png.rf.ecb63d5ac40e620f41f9f7acbacbf2e3.jpg,unknown,0,train\_classes.csv
train\Image_151_png.rf.73ea2a82af00c49e89646d5f9ed3a583.jpg,train,Image_151_png.rf.73ea2a82af00c49e89646d5f9ed3a583.jpg,paper,1,train\_classes.csv
train\Image_151_png.rf.7ebbf9055a1468d6fdbdad110ee4b4ef.jpg,train,Image_151_png.rf.7ebbf9055a1468d6fdbdad110ee4b4ef.jpg,polythene,1,train\_classes.csv
train\Image_151_png.rf.c6edf56e112c5bd0c5de78764e8cb587.jpg,train,Image_151_png.rf.c6edf56e112c5bd0c5de78764e8cb587.jpg,organic,1,train\_classes.csv
train\Image_152_png.rf.b6603a7599ee2d0ff2778bb606a9ebab.jpg,train,Image_152_png.rf.b6603a7599ee2d0ff2778bb606a9ebab.jpg,organic,1,train\_classes.csv
train\Image_153_png.rf.25156a67bd14bad3567209286604687d.jpg,train,Image_153_png.rf.25156a67bd14bad3567209286604687d.jpg,plastic,1,train\_classes.csv
train\Image_154_png.rf.42c3d4d9ded7f47465db937bcbe15683.jpg,train,Image_154_png.rf.42c3d4d9ded7f47465db937bcbe15683.jpg,organic,1,train\_classes.csv
train\Image_154_png.rf.6df3973bda52d3e0bfcc69f3b7161f52.jpg,train,Image_154_png.rf.6df3973bda52d3e0bfcc69f3b7161f52.jpg,polythene,1,train\_classes.csv
train\Image_154_png.rf.af127313c986162dcab08c5ec066c0b9.jpg,train,Image_154_png.rf.af127313c986162dcab08c5ec066c0b9.jpg,glass,1,train\_classes.csv
train\Image_154_png.rf.ee3a570d4eca9409fe3a4d66c46da9f4.jpg,train,Image_154_png.rf.ee3a570d4eca9409fe3a4d66c46da9f4.jpg,plastic,1,train\_classes.csv
train\Image_155_png.rf.38dd14c13b02c0cd56bef9d13d096a37.jpg,train,Image_155_png.rf.38dd14c13b02c0cd56bef9d13d096a37.jpg,glass,1,train\_classes.csv
train\Image_155_png.rf.9dab91dac7fa7694a59ce88259993f5b.jpg,train,Image_155_png.rf.9dab91dac7fa7694a59ce88259993f5b.jpg,organic,1,train\_classes.csv
train\Image_155_png.rf.df1fb10642d947dc316b0dd771d48594.jpg,train,Image_155_png.rf.df1fb10642d947dc316b0dd771d48594.jpg,plastic,1,train\_classes.csv
train\Image_156_png.rf.0982dbe9d1c0a8fe8cc38f5a166b0674.jpg,train,Image_156_png.rf.0982dbe9d1c0a8fe8cc38f5a166b0674.jpg,plastic,1,train\_classes.csv
train\Image_156_png.rf.29bd2f7d156492e45cb11085d933f986.jpg,train,Image_156_png.rf.29bd2f7d156492e45cb11085d933f986.jpg,glass,1,train\_classes.csv
train\Image_156_png.rf.7d578a588ea8e61a27ecdbc96121ccc1.jpg,train,Image_156_png.rf.7d578a588ea8e61a27ecdbc96121ccc1.jpg,glass,1,train\_classes.csv
train\Image_157_png.rf.231c1346fe05cad3e19cec37b073a4aa.jpg,train,Image_157_png.rf.231c1346fe05cad3e19cec37b073a4aa.jpg,paper,1,train\_classes.csv
train\Image_157_png.rf.a1195ee7f30f2f9c34c5c8e19f1b28e2.jpg,train,Image_157_png.rf.a1195ee7f30f2f9c34c5c8e19f1b28e2.jpg,polythene,1,train\_classes.csv
